,source,target,relationship,sentiment,url,date
3882,Joe Biden,Israel,opposes,HOSTILE,https://www.aljazeera.com/opinions/2024/11/15/project-esther-a-trumpian-blueprint-to-crush-anticolonial-resistance,2024-11-15
3883,Bernie Sanders,Israel,criticizes,NEUTRAL,https://www.aljazeera.com/opinions/2024/11/15/project-esther-a-trumpian-blueprint-to-crush-anticolonial-resistance,2024-11-15
3884,Chuck Schumer,Israel,criticizes,NEUTRAL,https://www.aljazeera.com/opinions/2024/11/15/project-esther-a-trumpian-blueprint-to-crush-anticolonial-resistance,2024-11-15
3885,Donald Trump,Anitah Among,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3886,Donald Trump,Abdel Fattah el-Sisi,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3887,Donald Trump,Abiy Ahmed,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3888,Donald Trump,Bola Tinubu,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3889,Donald Trump,Cyril Ramaphosa,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3890,Yoweri Museveni,Donald Trump,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3891,Paul Kagame,Donald Trump,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3892,Emmerson Mnangagwa,Donald Trump,supports,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3893,Samuel Oyewole,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3894,Donald Trump,African leaders,prioritizes,NEUTRAL,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3895,Donald Trump,China,rivalry with,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3896,Donald Trump,Africa,opposes,NEUTRAL,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3897,Donald Trump,US,leads,NEUTRAL,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3898,Cyril Ramaphosa,Donald Trump,partners with,FRIENDLY,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3899,Donald Trump,Africa,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3900,Patrick Bond,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3901,Christopher Isike,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3902,South Africa,US,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3903,China,Africa,partners with,NEUTRAL,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3904,Samuel Oyewole,Joe Biden,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/11/9/with-trump-win-africa-braces-for-aid-cuts-uncertainty,2024-11-09
3905,Viktor Orbán,Donald Trump,supports,FRIENDLY,https://www.politico.eu/podcast/eu-confidential/how-trump-is-already-breaking-europe/,2024-11-08
3906,Donald Trump,America,leads,NEUTRAL,https://www.politico.eu/podcast/eu-confidential/how-trump-is-already-breaking-europe/,2024-11-08
3907,Tulsi Gabbard,Bashar al-Assad,partners with,NEUTRAL,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3908,Tulsi Gabbard,Vladimir Putin,partners with,NEUTRAL,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3909,Nathalie Loiseau,Tulsi Gabbard,criticizes,HOSTILE,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3910,Marie-Agnes Strack-Zimmermann,Tulsi Gabbard,criticizes,HOSTILE,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3911,Marek Magierowski,Tulsi Gabbard,criticizes,HOSTILE,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3912,Marco Rubio,NATO,supports,NEUTRAL,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3913,Marco Rubio,Iran,opposes,NEUTRAL,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3914,Marco Rubio,Taiwan,supports,NEUTRAL,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3915,Donald Trump,Marco Rubio,endorses,NEUTRAL,https://www.politico.eu/article/donald-trump-europe-cabinet-pick-russia-politics-french-europe-marco-rubio/,2024-11-14
3916,PiS,Donald Trump,supports,FRIENDLY,https://www.politico.eu/article/donald-trump-poland-right-wing-populists-warsaw-pis-party-donald-tusk-europe-eu-electoral-college/,2024-11-14
3917,Andrzej Duda,Donald Trump,supports,FRIENDLY,https://www.politico.eu/article/donald-trump-poland-right-wing-populists-warsaw-pis-party-donald-tusk-europe-eu-electoral-college/,2024-11-14
3918,Donald Trump,Poland,supports,FRIENDLY,https://www.politico.eu/article/donald-trump-poland-right-wing-populists-warsaw-pis-party-donald-tusk-europe-eu-electoral-college/,2024-11-14
3919,Andrzej Duda,Joe Biden,opposes,NEUTRAL,https://www.politico.eu/article/donald-trump-poland-right-wing-populists-warsaw-pis-party-donald-tusk-europe-eu-electoral-college/,2024-11-14
3920,Donald Trump,AfD,supports,NEUTRAL,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3921,Donald Trump,Europe,opposes,HOSTILE,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3922,Viktor Orbán,Donald Trump,supports,FRIENDLY,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3923,Giorgia Meloni,Donald Trump,supports,NEUTRAL,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3924,Javier Carbonell,EU,criticizes,NEUTRAL,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3925,Sophie Pornschlegel,Donald Trump,opposes,HOSTILE,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3926,Marine Le Pen,France,represents,NEUTRAL,https://www.euronews.com/2024/11/08/is-trumps-victory-an-opportunity-or-double-edged-sword-for-europes-far-right,2024-11-08
3927,Donald Trump,EU,opposes,HOSTILE,https://www.euronews.com/business/2024/11/12/which-european-countries-rely-most-on-exports-to-the-us,2024-11-12
3928,EU,US,opposes,HOSTILE,https://www.euronews.com/business/2024/11/12/which-european-countries-rely-most-on-exports-to-the-us,2024-11-12
3929,Ulf Kristersson,Sweden,represents,NEUTRAL,https://www.euronews.com/business/2024/11/12/which-european-countries-rely-most-on-exports-to-the-us,2024-11-12
3930,US,China,opposes,HOSTILE,https://www.euronews.com/business/2024/11/12/which-european-countries-rely-most-on-exports-to-the-us,2024-11-12
3931,US,Finland,opposes,HOSTILE,https://www.euronews.com/business/2024/11/12/which-european-countries-rely-most-on-exports-to-the-us,2024-11-12
3932,US,United Kingdom,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/12/which-european-countries-rely-most-on-exports-to-the-us,2024-11-12
3933,Viktor Orbán,Donald Trump,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3934,Matteo Salvini,Donald Trump,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3935,Donald Trump,Hungary,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3936,Donald Trump,Italy,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3937,Donald Trump,America,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3938,Donald Tusk,Europe,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3939,Emmanuel Macron,Donald Trump,NEUTRAL,NEUTRAL,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3940,Donald Trump,Russia,supports,HOSTILE,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3941,Donald Tusk,election,opposes,NEUTRAL,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3942,Mai’a Cross,France,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3943,Mai’a Cross,Germany,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/11/09/america-first-who-are-the-winners-and-losers-in-europe-after-trumps-election,2024-11-09
3944,Elon Musk,Twitter,supports,NEUTRAL,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3945,Elon Musk,Donald Trump,supports,NEUTRAL,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3946,Donald Trump,Elon Musk,supports,NEUTRAL,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3947,Alexandria Ocasio-Cortez,Bluesky,supports,FRIENDLY,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3948,Taylor Swift,Kamala Harris,supports,NEUTRAL,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3949,Elon Musk,Jack Dorsey,criticizes,HOSTILE,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3950,Jack Dorsey,Elon Musk,criticizes,HOSTILE,https://www.euronews.com/culture/2024/11/13/how-the-us-election-result-is-pushing-social-media-users-away-from-x-and-onto-bluesky,2024-11-13
3951,Donald Trump,abortion,opposes,HOSTILE,https://www.euronews.com/2024/11/08/why-are-us-women-backing-the-4b-movement-to-swear-off-men-after-trumps-election-victory,2024-11-08
3952,Kamala Harris,abortion,supports,FRIENDLY,https://www.euronews.com/2024/11/08/why-are-us-women-backing-the-4b-movement-to-swear-off-men-after-trumps-election-victory,2024-11-08
3953,Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.euronews.com/2024/11/08/why-are-us-women-backing-the-4b-movement-to-swear-off-men-after-trumps-election-victory,2024-11-08
3954,Donald Trump,US,leads,NEUTRAL,https://www.euronews.com/2024/11/08/why-are-us-women-backing-the-4b-movement-to-swear-off-men-after-trumps-election-victory,2024-11-08
3955,Joe Biden,US,led,NEUTRAL,https://www.euronews.com/2024/11/08/why-are-us-women-backing-the-4b-movement-to-swear-off-men-after-trumps-election-victory,2024-11-08
3956,Donald Trump,Hillary Clinton,opposes,NEUTRAL,https://www.euronews.com/culture/2024/11/13/notes-from-the-underground-how-a-subway-tunnel-became-nycs-most-unlikely-therapy-spot,2024-11-13
3957,Donald Trump,America,represents,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3958,Donald Trump,Robert F. Kennedy Jr.,partners with,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3959,Donald Trump,FDA,opposes,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3960,Robert F. Kennedy Jr.,FDA,opposes,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3961,FDA,drug industry,partners with,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3962,Joe Biden,Donald Trump,opposes,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3963,Donald Trump,CDC,opposes,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3964,CDC,global health,supports,NEUTRAL,https://www.euronews.com/health/2024/11/10/donald-trump-and-rfk-jr-want-to-make-america-healthy-again-where-does-that-leave-europe,2024-11-10
3965,Washington,Ukraine,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3966,Ursula von der Leyen,Donald Trump,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3967,Donald Trump,China,opposes,NEUTRAL,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3968,Donald Trump,Kyiv,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3969,Kaja Kallas,MEPs,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3970,Kaja Kallas,Moscow,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3971,EU,Kyiv,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3972,Washington,China,opposes,NEUTRAL,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3973,Donald Trump,Ukraine,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/13/to-keep-us-support-on-ukraine-under-trump-eu-invokes-china,2024-11-13
3974,Donald Trump,NATO,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3975,Donald Trump,Ukraine,opposes,HOSTILE,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3976,Rheinmetall AG,Europe,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3977,Leonardo SpA,Europe,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3978,Donald Trump,European Union,opposes,HOSTILE,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3979,Annalena Baerbock,European security,supports,FRIENDLY,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3980,Boris Pistorius,German defence spending,supports,FRIENDLY,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3981,Nora Müller,Germany,supports,FRIENDLY,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3982,Armin Papperger,Europe,supports,FRIENDLY,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3983,Roberto Cingolani,Europe,supports,FRIENDLY,https://www.euronews.com/business/2024/11/13/why-are-european-defence-stocks-skyrocketing-after-trumps-victory,2024-11-13
3984,Donald Trump,US,leads,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3985,Donald Trump,US,supports,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3986,Donald Trump,inflation,opposes,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3987,Donald Trump,China,opposes,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3988,Donald Trump,Europe,supports,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3989,Donald Trump,banks,supports,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3990,Donald Trump,Bitcoin,supports,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3991,Dan Coatsworth,AJ Bell,represents,NEUTRAL,https://www.euronews.com/business/2024/11/09/trump-trade-what-strategy-do-investors-need-to-consider-in-the-long-term,2024-11-09
3992,Donald Trump,America,leads,NEUTRAL,https://www.nytimes.com/2024/11/22/us/politics/trump-election-landslide.html,2024-11-22
3993,Matt Gaetz,Republican,represents,NEUTRAL,https://www.nytimes.com/2024/11/22/us/politics/trump-election-landslide.html,2024-11-22
3994,Donald Trump,Matt Gaetz,opposes,NEUTRAL,https://www.nytimes.com/2024/11/22/us/politics/trump-election-landslide.html,2024-11-22
3995,Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
3996,Kamala Harris,Joe Biden,opposes,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
3997,Donald Trump,Georgia,wins,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
3998,Donald Trump,Florida,wins,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
3999,Kamala Harris,Joe Biden,opposes,HOSTILE,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
4000,Donald Trump,Larry Sabato,opposes,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
4001,Donald Trump,Joel Benenson,opposes,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
4002,Donald Trump,John McLaughlin,supports,FRIENDLY,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
4003,Donald Trump,Republican Party,supports,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
4004,Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.nytimes.com/interactive/2024/11/19/us/politics/voter-turnout-election-trump-harris.html,2024-11-19
4005,Democratic Party,working class,represents,NEUTRAL,https://www.nytimes.com/2024/11/19/us/politics/trump-working-class-voters.html,2024-11-19
4006,Donald Trump,Democratic Party,opposes,NEUTRAL,https://www.nytimes.com/2024/11/19/us/politics/trump-working-class-voters.html,2024-11-19
4007,Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.nytimes.com/2024/11/17/us/politics/harris-campaign-finances.html,2024-11-17
4008,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.nytimes.com/2024/11/17/us/politics/harris-campaign-finances.html,2024-11-17
4009,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4010,Joe Biden,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4011,Donald Trump,voters,supports,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4012,Donald Trump,New York,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4013,Donald Trump,Bronx,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4014,Donald Trump,Manhattan,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4015,Donald Trump,2016,leads,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/18/trumps-2024-mandate-isnt-robust-bidens-was-2020/,2024-11-18
4016,Donald Trump,Senate,criticizes,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4017,Republican Party,Senate,leads,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4018,Mike DeWine,JD Vance,supports,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4019,Donald Trump,Marco Rubio,endorses,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4020,John Thune,Mitch McConnell,replaces,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4021,Mitch McConnell,GOP,leads,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4022,Charles E. Schumer,Senate,leads,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4023,Senate,Democratic Party,opposes,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4024,Senate,Republican Party,opposes,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2024/republicans-senate-control-119th-congress/,2024-11-21
4025,Russia,Ukraine,opposes,HOSTILE,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4026,Volodymyr Zelensky,North Korea,accuses,NEUTRAL,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4027,George Barros,Russia,criticizes,HOSTILE,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4028,George Barros,Ukraine,supports,NEUTRAL,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4029,Donald Trump,Ukraine,opposes,NEUTRAL,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4030,Volodymyr Zelensky,Donald Trump,endorses,FRIENDLY,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4031,George Barros,Kremlin,criticizes,HOSTILE,https://www.cnn.com/2024/11/16/europe/ukraine-russia-war-frontlines-latest-intl/index.html,2024-11-16
4032,Kamala Harris,voters,partners with,NEUTRAL,https://www.cnn.com/2024/11/18/media/news-influencers-social-media-conservative-study/index.html,2024-11-18
4033,Donald Trump,voters,partners with,NEUTRAL,https://www.cnn.com/2024/11/18/media/news-influencers-social-media-conservative-study/index.html,2024-11-18
4034,Donald Trump,Elon Musk,supports,FRIENDLY,https://www.cnn.com/2024/11/18/media/news-influencers-social-media-conservative-study/index.html,2024-11-18
4035,Donald Trump,Howard Lutnick,endorses,NEUTRAL,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4036,Howard Lutnick,Department of Commerce,leads,NEUTRAL,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4037,Donald Trump,Robert Lighthizer,opposes,NEUTRAL,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4038,Donald Trump,Linda McMahon,opposes,NEUTRAL,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4039,Linda McMahon,Howard Lutnick,opposes,HOSTILE,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4040,Wilbur Ross,China,opposes,HOSTILE,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4041,Howard Lutnick,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4042,Donald Trump,Robert F. Kennedy Jr.,endorses,NEUTRAL,https://www.cnn.com/2024/11/19/politics/howard-lutnick-commerce-secretary/index.html,2024-11-19
4043,Donald Trump,US,represents,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4044,Donald Trump,Social Security,opposes,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4045,Donald Trump,US,leads,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4046,Donald Trump,JD Vance,opposes,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4047,Donald Trump,Maria Castillo Dominguez,partners with,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4048,Donald Trump,CNN,criticizes,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4049,Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4050,Alan Auerbach,CNN,partners with,NEUTRAL,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
