source,target,relationship,sentiment,url,article_source,date,is_relevant
Rachel Reeves,inheritance tax,faces,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-and-now-we-wait/,us,2024-11-05,1.0
Alan Bates,Starmer,sent,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-and-now-we-wait/,us,2024-11-05,1.0
Starmer,Alan Bates,sent,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-and-now-we-wait/,us,2024-11-05,1.0
Benjamin Netanyahu,Hamas,offered a new deal to,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-and-now-we-wait/,us,2024-11-05,1.0
Viktor Orban,Donald Trump,supports,NEUTRAL,https://www.politico.eu/article/if-trump-wins-europe-will-have-to-adapt-in-its-stance-on-ukraine-orban-says/,us,2024-11-03,1.0
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.politico.eu/article/if-trump-wins-europe-will-have-to-adapt-in-its-stance-on-ukraine-orban-says/,us,2024-11-03,1.0
Šefčovič,EU,leads,NEUTRAL,https://www.politico.eu/article/maros-sefcovics-trade-czar-european-commission-meps-success-business-us-eu/,us,2024-11-04,1.0
Šefčovič,United States,supports,FRIENDLY,https://www.politico.eu/article/maros-sefcovics-trade-czar-european-commission-meps-success-business-us-eu/,us,2024-11-04,1.0
Donald Trump,United States,opposes,HOSTILE,https://www.politico.eu/article/maros-sefcovics-trade-czar-european-commission-meps-success-business-us-eu/,us,2024-11-04,1.0
Brando Benifei,Šefčovič,criticizes,NEUTRAL,https://www.politico.eu/article/maros-sefcovics-trade-czar-european-commission-meps-success-business-us-eu/,us,2024-11-04,1.0
Farage,Donald Trump,partners with,NEUTRAL,https://www.politico.eu/article/trump-farage-churchill-us-election-2024-harris-biden/,us,2024-11-06,1.0
Farage,Keir Starmer,opposes,NEUTRAL,https://www.politico.eu/article/trump-farage-churchill-us-election-2024-harris-biden/,us,2024-11-06,1.0
Farage,Keir Starmer,represents,NEUTRAL,https://www.politico.eu/article/trump-farage-churchill-us-election-2024-harris-biden/,us,2024-11-06,1.0
Keir Starmer,America,supports,NEUTRAL,https://www.politico.eu/article/trump-farage-churchill-us-election-2024-harris-biden/,us,2024-11-06,1.0
Elon Musk,Donald Trump,supports,NEUTRAL,https://www.politico.eu/article/donald-trump-wins-us-presidential-election-2024-kamala-harris/,us,2024-11-06,1.0
Donald Trump,America,supports,FRIENDLY,https://www.politico.eu/article/donald-trump-wins-us-presidential-election-2024-kamala-harris/,us,2024-11-06,1.0
Donald Trump,opponents,opposes,HOSTILE,https://www.politico.eu/article/donald-trump-wins-us-presidential-election-2024-kamala-harris/,us,2024-11-06,1.0
Donald Trump,Ukraine,opposes,HOSTILE,https://www.politico.eu/article/donald-trump-wins-us-presidential-election-2024-kamala-harris/,us,2024-11-06,1.0
Donald Trump,Nato,opposes,HOSTILE,https://www.politico.eu/article/donald-trump-wins-us-presidential-election-2024-kamala-harris/,us,2024-11-06,1.0
Donald Trump,China,opposes,HOSTILE,https://www.politico.eu/article/donald-trump-wins-us-presidential-election-2024-kamala-harris/,us,2024-11-06,1.0
Orbán,Donald Trump,endorses,NEUTRAL,https://www.politico.eu/article/hungary-pm-viktor-orban-donald-trump-win-us-elections-2024/,us,2024-11-06,1.0
Donald Trump,Orbán,partners with,NEUTRAL,https://www.politico.eu/article/hungary-pm-viktor-orban-donald-trump-win-us-elections-2024/,us,2024-11-06,1.0
Donald Trump,Orbán,supports,FRIENDLY,https://www.politico.eu/article/hungary-pm-viktor-orban-donald-trump-win-us-elections-2024/,us,2024-11-06,1.0
Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.politico.eu/article/hungary-pm-viktor-orban-donald-trump-win-us-elections-2024/,us,2024-11-06,1.0
Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.politico.eu/article/britain-lobbying-firm-arden-strategies-jim-murphy-freedom-at-home-and-abroad-pro-ukraine-campaign-us-republicans/,us,2024-11-05,1.0
Campaign for Freedom,Ukraine,supports,FRIENDLY,https://www.politico.eu/article/britain-lobbying-firm-arden-strategies-jim-murphy-freedom-at-home-and-abroad-pro-ukraine-campaign-us-republicans/,us,2024-11-05,1.0
Labour Party,Kamala Harris,supports,NEUTRAL,https://www.politico.eu/article/britain-lobbying-firm-arden-strategies-jim-murphy-freedom-at-home-and-abroad-pro-ukraine-campaign-us-republicans/,us,2024-11-05,1.0
Labour Party,Donald Trump,opposes,HOSTILE,https://www.politico.eu/article/britain-lobbying-firm-arden-strategies-jim-murphy-freedom-at-home-and-abroad-pro-ukraine-campaign-us-republicans/,us,2024-11-05,1.0
Russia,Ukraine,opposes,HOSTILE,https://www.politico.eu/article/britain-lobbying-firm-arden-strategies-jim-murphy-freedom-at-home-and-abroad-pro-ukraine-campaign-us-republicans/,us,2024-11-05,1.0
Donald Trump,United States,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Donald Trump,western North Carolina,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Donald Trump,Georgia,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Donald Trump,Pennsylvania,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Donald Trump,Michigan,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Donald Trump,Wisconsin,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Keir Starmer,Kemi Badenoch,opposes,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Kemi Badenoch,Keir Starmer,opposes,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Kemi Badenoch,Iain Duncan Smith,partners with,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Volodymyr Zelensky,Mark Rutte,partners with,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Benjamin Netanyahu,Yoav Gallant,criticizes,HOSTILE,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Joe Biden,Ukraine,supports,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Donald Trump,Ukraine,opposes,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Boris Johnson,Donald Trump,partners with,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/its-happening-again/,us,2024-11-06,1.0
Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.politico.eu/article/us-elections-the-world-waits-on-america-donald-trump-kamala-harris/,us,2024-11-05,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.politico.eu/article/us-elections-the-world-waits-on-america-donald-trump-kamala-harris/,us,2024-11-05,1.0
Donald Trump,Mike Tyson,partners with,NEUTRAL,https://www.politico.eu/article/us-elections-the-world-waits-on-america-donald-trump-kamala-harris/,us,2024-11-05,1.0
Elon Musk,Donald Trump,supports,NEUTRAL,https://www.politico.eu/article/us-election-donald-trump-kamala-harris-vote-counting-polls/,us,2024-11-06,1.0
Nigel Farage,Reform UK,leads,NEUTRAL,https://www.politico.eu/article/us-election-donald-trump-kamala-harris-vote-counting-polls/,us,2024-11-06,1.0
Donald Trump,America,represents,NEUTRAL,https://www.politico.eu/article/us-election-donald-trump-kamala-harris-vote-counting-polls/,us,2024-11-06,1.0
Donald Trump,Nato,opposes,NEUTRAL,https://www.politico.eu/article/us-election-donald-trump-kamala-harris-vote-counting-polls/,us,2024-11-06,1.0
Kallum Pickering,United States,criticizes,HOSTILE,https://www.politico.eu/article/euro-pound-tumbling-donald-trump-victory-stock-markets-dollar-financial-markets/,us,2024-11-06,1.0
Donald Trump,Europe,opposes,NEUTRAL,https://www.politico.eu/article/euro-pound-tumbling-donald-trump-victory-stock-markets-dollar-financial-markets/,us,2024-11-06,1.0
European Greens,Jill Stein,opposes,HOSTILE,https://www.politico.eu/article/europes-greens-tell-jill-stein-to-pull-out-of-us-election-to-defeat-trump/,us,2024-11-01,1.0
Jill Stein,Kamala Harris,opposes,NEUTRAL,https://www.politico.eu/article/europes-greens-tell-jill-stein-to-pull-out-of-us-election-to-defeat-trump/,us,2024-11-01,1.0
Jill Stein,Vladimir Putin,partners with,NEUTRAL,https://www.politico.eu/article/europes-greens-tell-jill-stein-to-pull-out-of-us-election-to-defeat-trump/,us,2024-11-01,1.0
JD Vance,federal abortion restrictions,supports,NEUTRAL,https://www.politico.eu/article/abortion-dominated-in-the-us-presidential-campaigns-trump-won-anyway/,us,2024-11-06,1.0
Donald Trump,abortion rights,opposes,NEUTRAL,https://www.politico.eu/article/abortion-dominated-in-the-us-presidential-campaigns-trump-won-anyway/,us,2024-11-06,1.0
Pete Hoekstra,Democratic Party,criticizes,NEUTRAL,https://www.politico.eu/article/abortion-dominated-in-the-us-presidential-campaigns-trump-won-anyway/,us,2024-11-06,1.0
Donald Trump,U.S. Congress,opposes,NEUTRAL,https://www.politico.eu/article/abortion-dominated-in-the-us-presidential-campaigns-trump-won-anyway/,us,2024-11-06,1.0
Donald Trump,abortion rights,supports,NEUTRAL,https://www.politico.eu/article/abortion-dominated-in-the-us-presidential-campaigns-trump-won-anyway/,us,2024-11-06,1.0
Jared Kushner,Albanian Riviera,partners with,NEUTRAL,https://www.politico.eu/article/us-election-donald-trump-kamala-harris-europe/,us,2024-11-01,1.0
Donald Trump,World Health Organization (WHO),criticizes,HOSTILE,https://www.euronews.com/health/2024/11/02/a-trump-win-could-reshape-global-health-is-europe-ready-to-step-up,us,2024-11-02,1.0
Donald Trump,COVAX,opposes,HOSTILE,https://www.euronews.com/health/2024/11/02/a-trump-win-could-reshape-global-health-is-europe-ready-to-step-up,us,2024-11-02,1.0
Deutschland,WHO,supports,FRIENDLY,https://www.euronews.com/health/2024/11/02/a-trump-win-could-reshape-global-health-is-europe-ready-to-step-up,us,2024-11-02,1.0
Ursula von der Leyen,EU’s Global Health Strategy,supports,FRIENDLY,https://www.euronews.com/health/2024/11/02/a-trump-win-could-reshape-global-health-is-europe-ready-to-step-up,us,2024-11-02,1.0
Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.euronews.com/health/2024/11/02/a-trump-win-could-reshape-global-health-is-europe-ready-to-step-up,us,2024-11-02,1.0
Donald Trump,Europe,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Donald Trump,European Central Bank (ECB),opposes,HOSTILE,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Donald Trump,Ukraine,opposes,HOSTILE,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Donald Trump,China,opposes,HOSTILE,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
European Central Bank (ECB),Europe,supports,NEUTRAL,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Deutschland,United States,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
France,United States,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Italy,United States,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Spain,United States,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
EU,Ukraine,supports,NEUTRAL,https://www.euronews.com/business/2024/11/04/how-much-could-trumps-tariffs-damage-europes-economy,us,2024-11-04,1.0
Donald Trump,Nato,criticizes,HOSTILE,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
EU,Donald Trump,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Donald Trump,Russia,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Mark Rutte,Donald Trump,praises,FRIENDLY,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Mark Rutte,Nato,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Marko Mihkelson,Europe,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Dick Zandee,Mark Rutte,criticizes,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Donald Trump,Ukraine,criticizes,HOSTILE,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Joe Biden,Ukraine,supports,FRIENDLY,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Giorgia Meloni,Nato,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Nato,Ukraine,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Donald Trump,Vladimir Putin,supports,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Nato,Russia,opposes,NEUTRAL,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Donald Trump,Volodymyr Zelensky,criticizes,HOSTILE,https://www.euronews.com/2024/11/06/what-will-trumps-return-to-the-white-house-mean-for-nato,us,2024-11-06,1.0
Pressman,United States of America,represents,NEUTRAL,https://www.euronews.com/2024/11/06/us-ambassador-to-hungary-says-orban-gambled-with-us-hungary-relations,us,2024-11-06,1.0
Viktor Orban,US-Hungary relationship,alters,HOSTILE,https://www.euronews.com/2024/11/06/us-ambassador-to-hungary-says-orban-gambled-with-us-hungary-relations,us,2024-11-06,1.0
Donald Trump,EU,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Kamala Harris,EU,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,EU,threatens,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
EU,Ukraine,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
United States,Ukraine,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,Volodymyr Zelensky,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,Kiev,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,Volodymyr Zelensky,accuses,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,Hunter Biden,accuses,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,Nato,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
United States,Nato,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Donald Trump,China,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/why-would-a-us-election-win-for-trump-cause-concern-in-europe,us,2024-11-05,1.0
Republican Party,United States Senate,leads,NEUTRAL,https://www.euronews.com/2024/11/04/us-election-explained-what-else-is-america-voting-for-on-tuesday,us,2024-11-04,1.0
Democratic Party,United States Senate,opposes,NEUTRAL,https://www.euronews.com/2024/11/04/us-election-explained-what-else-is-america-voting-for-on-tuesday,us,2024-11-04,1.0
Democratic Party,U.S. House of Representatives,leads,NEUTRAL,https://www.euronews.com/2024/11/04/us-election-explained-what-else-is-america-voting-for-on-tuesday,us,2024-11-04,1.0
Republican Party,U.S. House of Representatives,opposes,NEUTRAL,https://www.euronews.com/2024/11/04/us-election-explained-what-else-is-america-voting-for-on-tuesday,us,2024-11-04,1.0
Joe Biden,Inflation Reduction Act,supports,FRIENDLY,https://www.euronews.com/green/2024/11/04/import-taxes-and-american-made-cars-how-the-us-election-could-impact-europes-green-economy,us,2024-11-04,1.0
Donald Trump,Inflation Reduction Act,opposes,HOSTILE,https://www.euronews.com/green/2024/11/04/import-taxes-and-american-made-cars-how-the-us-election-could-impact-europes-green-economy,us,2024-11-04,1.0
Kamala Harris,Inflation Reduction Act,supports,FRIENDLY,https://www.euronews.com/green/2024/11/04/import-taxes-and-american-made-cars-how-the-us-election-could-impact-europes-green-economy,us,2024-11-04,1.0
United States,electric cars,supports,NEUTRAL,https://www.euronews.com/green/2024/11/04/import-taxes-and-american-made-cars-how-the-us-election-could-impact-europes-green-economy,us,2024-11-04,1.0
Donald Trump,US election,leads,NEUTRAL,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Rachel Cleetus,Trump administration,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Ursula von der Leyen,climate change,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Donald Trump,Inflation Reduction Act,opposes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Joe Biden,Inflation Reduction Act,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Dan Lashof,Donald Trump,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Donald Trump,Paris climate change agreement,opposes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Christiana Figueres,Donald Trump,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Laurence Tubiana,US election result,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Laurence Tubiana,Europe,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Mélanie Vogel,European Union,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Thomas Waitz,European Union,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Joe Biden,Donald Trump,opposes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,us,2024-11-06,1.0
Donald Trump,Ireland,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,us,2024-11-06,1.0
Donald Trump,EU,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,us,2024-11-06,1.0
Donald Trump,United States,leads,NEUTRAL,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,us,2024-11-06,1.0
Donald Trump,Republican Party,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,us,2024-11-06,1.0
Dan O'Brien,Ireland,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,us,2024-11-06,1.0
Dan O'Brien,EU,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,us,2024-11-06,1.0
Kamala Harris,supporters,supports,FRIENDLY,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Donald Trump,JD Vance,partners with,NEUTRAL,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Donald Trump,climate change,opposes,HOSTILE,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Kamala Harris,climate change,supports,FRIENDLY,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Kamala Harris,Democratic,represents,NEUTRAL,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Donald Trump,Republican,represents,NEUTRAL,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Noah Foley-Beining,Kamala Harris,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,us,2024-11-01,1.0
Kamala Harris,Joe Biden,opposes,NEUTRAL,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,us,2024-11-08,1.0
Kamala Harris,Republican Party,opposes,HOSTILE,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,us,2024-11-08,1.0
Joe Biden,Democratic Party,represents,NEUTRAL,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,us,2024-11-08,1.0
Kamala Harris,voters,represents,NEUTRAL,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,us,2024-11-08,1.0
Republican Party,Democratic Party,opposes,HOSTILE,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,us,2024-11-08,1.0
Mike Waltz,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,us,2024-11-12,1.0
Mike Waltz,China,criticizes,HOSTILE,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,us,2024-11-12,1.0
Mike Waltz,Iran,criticizes,HOSTILE,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,us,2024-11-12,1.0
Mike Waltz,Nato,criticizes,HOSTILE,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,us,2024-11-12,1.0
Democracy Forward,Donald Trump,opposes,HOSTILE,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,us,2024-11-14,1.0
Donald Trump,Justice Department,weaponizes,HOSTILE,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,us,2024-11-14,1.0
Marc Elias,Democracy Forward,supports,NEUTRAL,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,us,2024-11-14,1.0
Ron Klain,Democracy Forward,supports,NEUTRAL,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,us,2024-11-14,1.0
Justice Department,Joe Biden,supports,NEUTRAL,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,us,2024-11-14,1.0
Donald Trump,Clay Travis,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Clay Travis,Donald Trump,supports,FRIENDLY,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Dan Pfeiffer,Obama,represents,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Andrew Yang,The Joe Rogan Experience,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Lis Smith,Pete Buttigieg,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Jason Miller,Donald Trump,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Tim Miller,Donald Trump,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Donald Trump,Logan Paul,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Donna Brazile,Al Gore,represents,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Donald Trump,Hillary Clinton,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
Donald Trump,Alex Jones,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,us,2024-11-08,1.0
